RAZON SOCIAL;DIRECCIÓN;TELÉFONO;ABIERTO 24 HORAS;ENTIDAD QUE VIGILA
Droguería Farmacia Salud Y Vida;KR 25 48B 45 SUR LC 1;7518553;2;Tunjuelito
Droguería Farmacia VMJ;KR 7 F 160 09;4871066;2;Usaquén
Droguería Farmacias De Colombia;CL 75 99 B 21;2294777;2;Engativá
Droguería Farmacity Cristian;CL 68B SUR 9A 66;7628849;2;Usme
Droguería Farmacop RF;CL 64A 116C 03;4402009;2;Engativá
Droguería Farmactiva;CL 74 75 76;4366174;2;Engativá
Droguería Farmadarma;DG 54 SUR 24A 55;7140613;2;Tunjuelito
Droguería Farmadescuentos;CL 5 A 53 A 23;5634694;2;Sur
Droguería Farmadescuentos;KR 131 132C 25;6972103;2;Suba
Droguería Farmadescuentos HG;KR 100 135 61;5353656;2;Suba
Droguería Farmadinamica;CL 182 8 A 01 LC 2;6787771;2;Usaquén
Droguería Farmadiosa;CL 131 106 25;5356707;2;Suba
Droguería Farmaeconomia Vital;TV 127 132B 52;6898877;2;Suba
Droguería Farmaestetica;CL 60 SUR 22 98 CA 3;2173498;2;Vista Hermosa
Droguería Farmaexitocom;TV 35 38 72 SUR;5605962;2;Rafael Uribe
Droguería Farmafamiliar AMF;KR 92 147 06;8048517;2;Suba
Droguería Farmafast;KR 19 A 163 19;6098750;2;Usaquén
Droguería Farmagran;CL 83 103 C 55;4339480;2;Engativá
Droguería Farmahogar;KR 11 E 96 A 48 IN 1;6486232;2;Chapinero
Droguería Farmahogar 1;DG 98 9 20 E;6486232;2;Chapinero
Droguería Farmahorro;AC 153 109A 15;6810008;2;Suba
Droguería Farmakol;KR 124 129 09;6901894;2;Suba
Droguería Farmalago;CL 130C 100C 32;7590287;2;Suba
Droguería Farmalec;CL 20 SUR 3C 05 ESTE;3612381;2;San Cristóbal
Droguería Farmalife;CL 143 50 67;5205365;2;Suba
Droguería Farmalife;CL 132D 153 24;6884861;2;Suba
Droguería Farmalive;TV 60 120 27;5100044;2;Suba
Droguería Farmaluna;CL 160 61 22;6782085;2;Suba
Droguería Farmaluz;CL 151 111A 26 LC 16;4697119;2;Suba
Droguería Farmaluz;AC 66 69 M 05;4884972;2;Engativá
Droguería Farmamedic;KR 115 152B 70;6034977;2;Suba
Droguería Farmamedica;DG 32 B 15 C 59 S;3733146;2;Rafael Uribe
Droguería Farmamedicas;TV 94 L 87 A 08;4925295;2;Engativá
Droguería Farmamía;KR 107 77 D 09;2270801;2;Engativá
Droguería Farmamoderna;CL 165 7 73 LC 1;6772891;2;Usaquén
Droguería Farmanet;AC 116 20 52 LC 2;4826509;2;Usaquén
Droguería Farmania;CL 125 19 66;6202418;2;Usaquén
Droguería Farmania Alkosto;CL 125 19 66;6202418;2;Usaquén
Droguería Farmanueva;KR 70 70 60;4606747;2;Engativá
Droguería Farmaoccidente No 2;AK 70 72 38 LC 01;6606983;2;Engativá
Droguería Farmapositiva;TV 24 54 08;0;2;Chapinero
Droguería Farmapositiva;CL 93 45 A 08;0;2;Chapinero
Droguería Farmas;CL 33 SUR 18 03 P1;4722374;2;Rafael Uribe
Droguería Farmas;CL 33 SUR 18A 08;7501522;2;Rafael Uribe
Droguería Farmasalud;KR 110 69B 04;4401240;2;Engativá
Droguería Farmasalud De La 96;KR 96B 18 15;0;2;Fontibón
Droguería Farmasalud GV;KR 99 153 55;6800814;2;Suba
Droguería Farmasalud JS;CL 72 B 85 71;5415127;2;Engativá
Droguería Farmasalud Juanfer;CL 139BIS 112D 06;6827759;2;Suba
Droguería Farmasanitas Edif Avianca;CL 16 6 66 P 2;2833333;2;Centro Oriente
Droguería Farmasanitas San Cayetanometro;CL 46 A 85 A 51;2636542;2;Engativá
Droguería Farmasel;CL 128B 45B 26;3053745;2;Suba
Droguería Farmaser Del Prado;KR 51 131 74;5207050;2;Suba
Droguería Farmaservicios;KR 112 D 78 04 LC 3;2275025;2;Engativá
Droguería Farmaservicios NS;KR 116C 64D 26;4359451;2;Engativá
Droguería Farmasur;TV 2 76B 14 SUR LOCAL 2;7643589;2;Usme
Droguería Farmatelcom;KR 100 B 75 A 04;8039492;2;Engativá
Droguería Farmaterna;CL 5 30 35;3754871;2;Sur
Droguería Farmatex;TV 127 137 91;4825923;2;Suba
Droguería Farmaultra;KR 8 D 191 04;0;2;Usaquén
Droguería Farmauribe;KR 20 A 172 29;4697917;2;Usaquén
Droguería Farmavida TS;KR 56 167A 25;7552952;2;Suba
Droguería Farmavillas;CL 75 112B 39;4755823;2;Engativá
Droguería Farmavillas;CL 75 111 03;7510308;2;Engativá
Droguería Farmavillas LD;CL 75 112B 39;4755823;2;Engativá
Droguería Farmavital;CL 163 A 8 F 63;4673009;2;Usaquén
Droguería Farmavital MC;CL 39 SUR 3B 04 ESTE;2062914;2;San Cristóbal
Droguería Farmavivir;CL 156 8 F 40 LC 12;6777195;2;Usaquén
Droguería Farmawill;KR 2 ESTE 76C 09 SUR;7643930;2;Usme
Droguería Farmax;CL 80 19 50;5311123;2;Chapinero
Droguería Farmaxima;CL 132 94 06;5101430;2;Suba
Droguería Farmazam;KR 111 142A 29;5365827;2;Suba
Droguería Farmisalud;DG 146 128 37;6976940;2;Suba
Droguería Farmisalud 2009;KR 50 144 10;6271293;2;Suba
Droguería Farmisanar;CL 127D 93D 50;6804969;2;Suba
Droguería Farmy Superdrogas;KR 110 76 38;4932781;2;Engativá
Droguería Farpin;CL 161 A 8 C 07;6724641;2;Usaquén
Droguería FAS;CL 147C 100 04 LC 6;6817477;2;Suba
Droguería Fasa;CL 90 84 B 11;4370951;2;Engativá
Droguería Fava Santa Barbara;AK 15 114 46 LC 104;6377072;2;Usaquén
Droguería Febott;KR 93 130B 23;5371486;2;Suba
Droguería Federal De Drogas;AC 72 70 12;2230222;2;Engativá
Droguería Fedrogas;KR 77A 63B 49;2518140;2;Engativá
Droguería Fenix;AC 116 53 08;2157181;2;Suba
Droguería Fenixalud;CL 129 55 38;5337052;2;Suba
Droguería Fernandez;KR 65 73 26;4813825;2;Chapinero
Droguería Fharma Group;KR 41 A 3 16 LC 3;8005788;2;Sur
Droguería Fharma Valerie;CL 48Z SUR 3 03 ESTE;7721606;2;Rafael Uribe
Droguería FM;CL 71G SUR 1 82;2004653;2;Usme
Droguería Fonti Descuentos;KR 102 25B 10;4597618;2;Fontibón
Droguería Fonti éxito;CL 16F 103B 20;4156656;2;Fontibón
Droguería Fonticenter;CL 17D 111A 35;4186288;2;Fontibón
Droguería Fontidrogas;KR 99 16J 10;4041169;2;Fontibón
Droguería Fontifarma;KR 100 16D 05;4134208;2;Fontibón
Droguería Formas Genericas;CL 157A 97C 13;6811072;2;Suba
Droguería Formula 1;CL 146 21 04;6262290;2;Usaquén
Droguería Formula Dos De Bogota;KR 14 148 14 LC 28;6275221;2;Usaquén
Droguería Formula Tres;KR 50 122 03;6200352;2;Suba
Droguería Formula Uno Del Batan;KR 50 126 09;;1;Suba
Droguería Francia;KR 57 92 47;8103560;2;Chapinero
Droguería Fray;CL 93 SUR 2A 77 ESTE;7681114;2;Usme
Droguería Fundacion Carulla;KR 13 16 48 SUR LC 1;2787000;2;Rafael Uribe
Droguería Futurista;CL 162 8 B 54;6717902;2;Usaquén
Droguería Fuxina;CL 75 91 A 05;2529278;2;Engativá
Droguería G Y C Pharma;KR 110 152B 09;4828623;2;Suba
Droguería Gabisalud;CL 75 71 B 04;2766515;2;Engativá
Droguería Gaby San No 2;CL 44 SUR 21 69;2797269;2;Rafael Uribe
Droguería Gaital No 1;KR 69 P 70 92;3112198;2;Engativá
Droguería Gaital No 2;KR 70F 73A 06;2511798;2;Engativá
Droguería Galactica;KR 121 63D 18;6965848;2;Engativá
Droguería Galan Mercados Zapatoca;KR 56 2 86 LC 1;2604218;2;Sur
Droguería Galeano San Fernando;KR 58 71 40;3108972;2;Chapinero
Droguería Galeno;CL 72 50 60;2316167;2;Chapinero
Droguería Galilea;KR 102 80 77 LC 7;2293469;2;Engativá
Droguería Gameza;CL 46 SUR 23 13;7601098;2;Tunjuelito
Droguería Garzon M;DG 45F SUR 17 02;2794394;2;Rafael Uribe
Droguería Gaviz;CL 176 52 28;6700833;2;Suba
Droguería Generica;AK 36 23 A 51;2691308;2;Chapinero
Droguería Genflor;KR 46 127C 45;2743331;2;Suba
Droguería Geo Parma;DG 115 45 20;8006460;2;Suba
Droguería Ghiset 2;DG 3C 8 73 ESTE;0;2;Centro Oriente
Droguería Gilmar Norte;KR 62 162A 21;4811198;2;Suba
Droguería Gilmar Norte;KR 62 162A 20;4811198;2;Suba
Droguería Giomar JG;KR 103B 141 09;7520144;2;Suba
Droguería Global Farma Bosque Popular;KR 69L 63C 12;6303009;2;Engativá
Droguería Global Farma Toscana No 3;CL 132D 134 23;6904918;2;Suba
Droguería Glofer;AC 26 40 49;2699327;2;Chapinero
Droguería Gloriosa;KR 96 71 A 30;2284223;2;Engativá
Droguería Gomez;KR 75 59A 03 SUR;7791536;2;Vista Hermosa
Droguería Gómez R No 4;KR 103D 83 47;4330011;2;Engativá
Droguería Goti;CL 53 74A 20;2637060;2;Engativá
Droguería Graciela 2;KR 2A ESTE 81 96 SUR;7612510;1;Usme
Droguería Gracielita;KR 1D ESTE 81 35 SUR;7612797;2;Usme
Droguería Gracielita 2;AK 1 72 18 SUR;7730390;2;Usme
Droguería Gran America;AK 20 78 48;2574910;2;Chapinero
Droguería Gran Colombia;KR 7 F 153 06;6715269;2;Usaquén
Droguería Gran Deposito No 1;KR 19 21 24 SUR;3667275;2;Rafael Uribe
Droguería Gran Deposito No 10;CL 64 116 C 13;4332572;2;Engativá
Droguería Gran Deposito No 10;CL 64 116C 13;4423810;2;Engativá
Droguería Gran Deposito No 8;CL 89 95G 15 IN 1;4332572;2;Engativá
Droguería Gran Droguería;KR 121 64C 07;4802574;2;Engativá
Droguería Gran Granada;CL 79 113A 12;4642726;2;Engativá
Droguería Gran Rebaja Juan Rey;CL 74 SUR 14 04 ESTE;3653650;2;San Cristóbal
Droguería Gran Servicio;KR 94 G 90 B 22;4358225;2;Engativá
Droguería Granada Sur;KR 3 ESTE 20A 91 SUR;2069784;2;San Cristóbal
Droguería Granadina;KR 40 A 32 35 SUR;7205218;2;Sur
Droguería Grand Prix VP;KR 49B 171A 44;6794036;2;Suba
Droguería Greco;AC 26 69C 03 LC 111;2105074;2;Fontibón
Droguería Grupo Pharmedical M&M;KR 37 9 04 SUR;7487831;2;Sur
Droguería Guadalupera 73;KR 73A 73 44;7966366;2;Engativá
Droguería Guifel;KR 54 3 04;2623009;2;Sur
Droguería Guifel No 1;CL 129 54 33;7514816;2;Suba
Droguería Guifharma;KR 10 49F 09 SUR;7036883;2;Rafael Uribe
Droguería Guivar Merchan;CL 53 73 62;4296561;2;Engativá
Droguería Guiyor;CL 5 A 53 D 53;2606247;2;Sur
Droguería Gutierrez;KR 69K 75 99;6209611;2;Engativá
Droguería H Fundador;CL 139 107 21;6883967;2;Suba
Droguería H Y O Medicals;CL 50 21 17;6065061;2;Chapinero
Droguería Helena;KR 1C ESTE 75 42 SUR;2001103;2;Usme
Droguería Heming Duque;CL 151 109A 54 CASA 39;8055160;2;Suba
Droguería Hensab HS;CL 132 58D 30;2531515;2;Suba
Droguería Herco;KR 109 18 01;4796252;2;Fontibón
Droguería Heri Drogas;CL 181 48A 04;8108553;2;Suba
Droguería Hiper Economica;CL 82 95D 22;4910650;2;Engativá
Droguería Hiper éxito;CL 69F SUR 3B 92;4676159;2;Usme
Droguería Hiper Rebajas;CL 151 109A 50 CASA 13;0;2;Suba
Droguería Hiper Rebajas No 2;CL 151 109A 50 LC 13;8029582;2;Suba
Droguería Hipercedro;KR 7 B 155 06;6740162;2;Usaquén
Droguería Hipercomunal;CL 52B SUR 25 03;7586054;2;Tunjuelito
Droguería Hiperdrogas Alcosto;KR 69H 74B 99;2400474;2;Engativá
Droguería Hiperdrogas Alcosto;KR 69K 68 03;2406113;2;Engativá
Droguería HiperDroguería;KR 88C 70A 03 SUR;7232995;2;Pablo VI Bosa
Droguería HiperDroguería Suba;CL 141 102A 15;6827116;2;Suba
Droguería Hiperexito;CL 81 SUR 4C 21 ESTE;2008770;2;Usme
Droguería Hiperfarma;CL 75 C 105 D 27;2274205;2;Engativá
Droguería Hiperfarma;AK 70 63 99;5448943;2;Engativá
Droguería Hiperfarma éxito;KR 103 72 A 16;4827175;2;Engativá
Droguería Hipernacional NS;KR 114A 77A 19;4425117;2;Engativá
Droguería Hipervillas;KR 112A 76A 25;2286691;2;Engativá
Droguería Hogar De La Salud;KR 102A 142 20;6815721;2;Suba
Droguería Holanda;AK 9 161 B 47;4858048;2;Usaquén
Droguería Holanda;KR 8 163 41;6705037;2;Usaquén
Droguería Horus CG;DG 56 SUR 1 79 ESTE;0;2;Usme
Droguería Hospitalari Ortopedica;KR 103D 152B 11;4834586;2;Suba
Droguería Hospitalaria 1;KR 10 2 15 SUR;2336084;2;Rafael Uribe
Droguería Hospitalaria 24 Horas;KR 10 5 03 SUR;3283984;2;Rafael Uribe
Droguería Hospitalaria Cl 22 Santa Fe;CL 22 16A 33;4800944;2;Centro Oriente
Droguería Hospitalaria Consalud TMC;CL 140C 94D 38;4009614;2;Suba
Droguería Hospitalaria Dafecor;CL 17 SUR 26 06;3015526;2;Rafael Uribe
Droguería Hospitalaria De La 45;KR 7 44 29;2882551;2;Chapinero
Droguería Hospitalaria Del Occidente;TV 126 132D 27;6893460;2;Suba
Droguería Hospitalaria Economisalud;TV 76 81I 33;8015712;2;Engativá
Droguería Hospitalaria El Nogal;CL 132D 140A 14;6873521;2;Suba
Droguería Hospitalaria El Tunal;KR 19C 48B 28 SUR LC 2;7146257;2;Tunjuelito
Droguería Hospitalaria Farmavillas;CL 129 58B 96;2530658;2;Suba
Droguería Hospitalaria Jova;CL 139 113 87 LC 3;6884314;2;Suba
Droguería Hospitalaria La Mas Barata;CL 65 SUR 20 13;5630346;2;Vista Hermosa
Droguería Hospitalaria La Mas Economica;CL 65 SUR 20 13;5630346;2;Vista Hermosa
Droguería Hospitalaria Llifarma;CL 45 67 B 36;3158232;2;Chapinero
Droguería Hospitalaria Ortopedica;KR 103D 152B 11;5364772;2;Suba
Droguería Hospitalaria San Ignacio 2;KR 13 66 77;4719683;2;Chapinero
Droguería Hospitalaria Santa Clara;CL 3 SUR 14B 07;7041967;2;Rafael Uribe
Droguería Hr Super Baviera;CL 176 48A 28;6743268;2;Suba
Droguería HR Super Salud;CL 146A 94A 19;6835304;2;Suba
Droguería Huila;CL 63B SUR 16C 07;7657413;2;Vista Hermosa
Droguería Iaomai;KR 80 64C 97;4340931;2;Engativá
Droguería Ideal Iii;CL 72 A 60 77;2502660;2;Chapinero
Droguería Imperial LMT;CL 42 SUR 16 54;2795016;2;Rafael Uribe
Droguería Incolfarma Santa Librada;CL 75 SUR 1A 86 ESTE;2005621;2;Usme
Droguería Incolmed;DG 68 SUR 19C 17;9117532;2;Vista Hermosa
Droguería Incolpharma;KR 93 128D 10;6818142;2;Suba
Droguería Inglesa;CL 41 SUR 26 97;7141225;2;Rafael Uribe
Droguería Ingruma;KR 69 80 62;3116505;2;Engativá
Droguería Ingruma WI;KR 69 80 62;3116505;2;Engativá
Droguería Integral Salud;CL 37 SUR 20 15;7575581;2;Rafael Uribe
Droguería Inter Plus;KR 45 4B 05 LC 1;7048972;2;Sur
Droguería Inter Special De Drogas No 2;CL 129B BIS 93 10 INT 2;8004986;2;Suba
Droguería Interdescuentos;KR 20 63 03 SUR;7180684;2;Vista Hermosa
Droguería Interfamiliar;KR 12D 51 61 SUR;5681169;2;Tunjuelito
Droguería Interfamiliar;KR 14 51 61 SUR;7601702;2;Tunjuelito
Droguería Interlagos;KR 114D 151D 45;6930614;2;Suba
Droguería Intermedica;CL 3 SUR 12A 08;2468521;2;Rafael Uribe
Droguería Intes Plus;KR 45 4B 05 LC 2;4065456;2;Sur
Droguería Inverlip;KR 29 66 33 SUR;7186894;2;Vista Hermosa
Droguería Isalig;CL 130C 93B 19;6820345;2;Suba
Droguería Isleña;CL 67B SUR 64 04;7109890;2;Tunjuelito
Droguería Ismar;KR 62 75 B 34;6306819;2;Chapinero
Droguería J Mario;AC 3 53 63;4686003;2;Sur
Droguería J Y C Los Mejores Precios;KR 59D 131 90 LC 3;3061391;2;Suba
Droguería J Y J EU;TV 52 1 70;2030153;2;Sur
Droguería J&C Montebello;TV 1A 26 65 SUR;2066434;2;San Cristóbal
Droguería J.J;CL 145A 143 81;6908927;2;Suba
Droguería Jacky Horizonte;KR 55 174 49 LC 102;6709583;2;Suba
Droguería Jade De Suba;KR 110 152F 27;6835048;2;Suba
Droguería Jaime Rodriguez;KR 16 84 A 09 OF 502;6217212;2;Chapinero
Droguería Jareth;TV 48C 69H 20 SUR;7157509;2;Vista Hermosa
Droguería Javi;DG 50 SUR 31 05;;2;Tunjuelito
Droguería JCAF;CL 68 A 111 D 22;5434713;2;Engativá
Droguería JD;CL 22 SUR 8 53;0;2;San Cristóbal
Droguería Jenmar;KR 13B 50B 24 SUR;7691937;2;Rafael Uribe
Droguería Jennifer;CL 49H SUR 9A 14;7691843;2;Rafael Uribe
Droguería Jesan;CL 80 SUR 44A 19;7186590;2;Vista Hermosa
Droguería Jesucristo Obrero;KR 21 24 38 SUR;3616365;2;Rafael Uribe
Droguería Jezreel;CL 80A SUR 18B 39;7925695;2;Vista Hermosa
Droguería JF;KR 90 81 23;5367262;2;Engativá
Droguería JGS;KR 6 ESTE 36K 05 SUR;3016467;2;San Cristóbal
Droguería JGS;CL 126 48 18;6200881;2;Suba
Droguería Jhon F;KR 95 67 B 05;2525433;2;Engativá
Droguería Jhon F.;KR 111 64D 06;6955428;2;Engativá
Droguería Jimpar;CL 62D SUR 75I 10;4619282;2;Vista Hermosa
Droguería Jireth;KR 23 64 03 SUR;0;2;Vista Hermosa
Droguería Johan Sebastian;CL 69D SUR 2A 66;7627735;2;Usme
Droguería Josmar Del Sur;KR 28 55 14 SUR;9112389;2;Tunjuelito
Droguería Jota Mario;KR 113 78 F 41;4334641;2;Engativá
Droguería Jotamario;CL 77 111 55;4334641;2;Engativá
Droguería JPC;KR 87B 128B 61;0;2;Suba
Droguería JPC;DG 57Z SUR 75 15;2068451;2;Vista Hermosa
Droguería JR Pharma;KR 45A 124 25;2154388;2;Suba
Droguería JR Pharma;KR 11 A 190 12 LC 23;6556496;2;Usaquén
Droguería Juan D;CL 100C SUR 3C 03 ESTE;7628638;2;Usme
Droguería Juan Diego;KR 51 D 28 20 SUR LC 1;7111365;2;Sur
Droguería Juan Fe;CL 55 SUR 16C 39 LC 1;;2;Tunjuelito
Droguería Juan Jaramillo;KR 105 D 65 B 27;4828055;2;Engativá
Droguería Juan Pablo;CL 64C 110D 62;4357431;2;Engativá
Droguería Juandifarma;CL 32B SUR 6 02 ESTE;3624417;2;San Cristóbal
Droguería Juliana;CL 88 113 26;4821365;2;Engativá
Droguería Jumbo;KR 86 19 A 50;4223073;2;Fontibón
Droguería Junior JR;KR 8 ESTE 42 44 SUR;3630290;2;San Cristóbal
Droguería JVS;CL 69 A 71 B 06;5414017;2;Engativá
Droguería K Y S;CL 4 D 64 A 06;0;2;Sur
Droguería Kala;CL 15 54 35;2608326;2;Sur
Droguería Kalamary;CL 58A SUR 49A 02 LC 1;7185093;2;Vista Hermosa
Droguería Kapital Dm;DG 91A BIS SUR 2D 04;;2;Usme
Droguería Kardifarma;CL 163 A 13 20;5265109;2;Usaquén
Droguería Karen Laab;CL 65 BIS 86 97;4363404;2;Engativá
Droguería Karen LAAB 3;KR 72 163 31;6699454;2;Suba
Droguería Karen Laab No 2;CL 141A 103F 88;6360634;2;Suba
Droguería Karen Sofia;CL 75 28 A 24;9107116;2;Chapinero
Droguería Kassandra;KR 136 14D 96;5722952;2;Fontibón
Droguería Kealry;KR 52 50 98 SUR;7410087;2;Tunjuelito
Droguería Kelly Niño Spring;CL 136 52A 35;6154876;2;Suba
Droguería Kenia;TV 3C 70A 47 SUR;7670069;2;Usme
Droguería Kevin G;CL 70 A 90 B 04;5458976;2;Engativá
Droguería Kevin's Farma;KR 65 A 67 G 27;6307341;2;Chapinero
Droguería Kolfamiliar;KR 94 73 A 16;4916792;2;Engativá
Droguería Kolfamiliar;CL 68 69 K 07;5425211;2;Engativá
Droguería Kolfamiliar;KR 121 69 C 22;9120884;2;Engativá
Droguería Kolsaber;KR 90 89 A 07;5458139;2;Engativá
Droguería Kolsaber;KR 90 69 A 01;5458139;2;Engativá
Droguería Kolsaber;KR 90 69A 01;8066683;2;Engativá
Droguería Kolsalud;CL 82 B 94 L 30 LC 102;2281258;2;Engativá
Droguería Kolsantos;CL 69A BIS 89A 42 LC 3;2523239;2;Engativá
Droguería Kolsubdrogas;CL 70 A 90 04;4360923;2;Engativá
Droguería Konfenalcos;KR 11A 36 03 SUR;3610782;2;Rafael Uribe
Droguería Konfidrogas;CL 65 BIS 85 23;2763314;2;Engativá
Droguería La 105;KR 105C 65A 21;4410501;2;Engativá
Droguería La 117;CL 127C 91 10;6858996;2;Suba
Droguería La 1Er Roca;CL 69 97 49;2525042;2;Engativá
Droguería La 35 Centro De Nariño Sas;KR 35 25 09;2692983;2;Chapinero
Droguería La 4B;CL 4 B 40 C 66;2472915;2;Sur
Droguería La 54 Sur;KR 54 49A 40 SUR;2047068;2;Tunjuelito
Droguería La 60 GS;KR 60 2 B 03;2607413;2;Sur
Droguería La 64 DC;CL 64 SUR 21A 08;7150164;2;Vista Hermosa
Droguería La 90 Sur;CL 90 SUR 7 04 ESTE;7648989;2;Usme
Droguería La Aldea;CL 22F 114A 19;4882904;2;Fontibón
Droguería La Calleja Norte;KR 49 129A 23 LC2;2588701;2;Suba
Droguería La Campiña;KR 92 147B 74;6800139;2;Suba
Droguería La Capital;AK 1 73D 87 SUR;7611575;2;Usme
Droguería La Carolina;CL 127B BIS 52A 69 LC 107;2261774;2;Suba
Droguería La Cima;KR 74 59A 23 SUR;0;2;Vista Hermosa
Droguería La Clarita;AC 72 82 12;2760221;2;Engativá
Droguería La Clave De La Salud;CL 36Sur 35 05;2039216;2;Rafael Uribe
Droguería La Colina;KR 58 128 67;6242560;2;Suba
Droguería La Economia;KR 8 16 17;2820437;2;Centro Oriente
Droguería La Economia;KR 77A 65A 40;4905166;2;Engativá
Droguería La Economia;CL 50A SUR 6 14;6677040;2;Rafael Uribe
Droguería La Economia Cedritos;AK 19 139 79;2580723;2;Usaquén
Droguería La Economia De Alamos;AC 72 97 A 22;7533815;2;Engativá
Droguería La Economia No 62;AC 72 68G 71;2506975;2;Engativá
Droguería La Economía No. 727;TV 85 64B 30;2917135;2;Engativá
Droguería La Economia Usaquen;KR 7 120 A 32;2154982;2;Usaquén
Droguería La Económica De Bogotá;KR 81 78 16;4362685;2;Engativá
Droguería La Economica JC;KR 16 10B 28 SUR;3371156;2;Rafael Uribe
Droguería La Equidad;KR 116 A 81 27;4317909;2;Engativá
Droguería La Especial;KR 105 C 67 03;4400110;2;Engativá
Droguería La Esperanza;CL 159 17 11 LC 1;5263366;2;Usaquén
Droguería La Esperanza DJ;CL 76A SUR 73B 16;7169953;2;Vista Hermosa
Droguería La Favorita Plus;KR 117 63D 47;5413357;2;Engativá
Droguería La Floresta 100;CL 100 68A 93;2716149;2;Suba
Droguería La Fraguita;CL 7 SUR 24B 14;6940558;2;Rafael Uribe
Droguería La Fuente;KR 65 76 02;6311406;2;Chapinero
Droguería La Garantia;AV CALI 71 00;2238805;2;Engativá
Droguería La Giralda;CL 22H 104B 09;9113210;2;Fontibón
Droguería La Gran 45;CL 45 A 25 72;3681784;2;Chapinero
Droguería La Gran Economia En Todo;KR 19 6 02 SUR;4089596;2;Rafael Uribe
Droguería La Gran Esquina;CL 145A 49 04;4631619;2;Suba
Droguería La Gran Unión;KR 116 C 64 B 40;6716382;2;Engativá
Droguería La Isabela;TV 85 64 F 06;4385217;2;Engativá
Droguería La Mayor;AC 72 96 A 30;9120505;2;Engativá
Droguería La Mejor Del Norte;CL 163 A 8 D 08 LC 2;6773263;2;Usaquén
Droguería La Novena Express EIN;CL 165 8 H 50 LC 1;6788540;2;Usaquén
Droguería La Nuestra MT;KR 1A ESTE 73C 04 SUR;7628297;2;Usme
Droguería La Nueva Gaitana;TV 125BIS 135A 54;6896142;2;Suba
Droguería La Principal;KR 11A 3 45 SUR;2465907;2;Rafael Uribe
Droguería La Principal Del Dorado;KR 110 65 B 86;4352773;2;Engativá
Droguería La Profesional;KR 1 ESTE 74A 30 SUR;9119720;2;Usme
Droguería La Rebaja;CL 122 15 A 05 LC 2;2151621;2;Usaquén
Droguería La Rebaja;KR 13 26 81;2431260;2;Centro Oriente
Droguería La Rebaja;KR 15 83 08;6163737;2;Chapinero
Droguería La Rebaja 109;CL 109 16 42 LC 2;6123782;2;Usaquén
Droguería La Rebaja Av 15 No 1;AK 15 106 50 LC 3;2145963;2;Usaquén
Droguería La Rebaja Av 15 No 2;AK 15 102 87 LC 102;6222040;2;Usaquén
Droguería La Rebaja Cedritos;CL 140 16 48;2591887;2;Usaquén
Droguería La Rebaja El Bosque;AC 134 7 B 83 LC 18;6331662;2;Usaquén
Droguería La Rebaja Las Villas;CL 129 58C 30;2534377;2;Suba
Droguería La Rebaja No 3;AV ROJAS 65 A 92 LC 01;2409212;2;Engativá
Droguería La Rebaja Orquideas;CL 161 19 A 06;6703192;2;Usaquén
Droguería La Rivera;TV 77 81H 42 LC 2;2239651;2;Engativá
Droguería La Sabana VE;KR 104 13 D 57;4604800;2;Fontibón
Droguería La Salud Del Eden;CL 71P SUR 27J 02;7903661;2;Vista Hermosa
Droguería La Santafé;KR 19D 62 46 SUR;7154181;2;Vista Hermosa
Droguería La Tatti's;CL 132 131 02;5369742;2;Suba
Droguería La Unica De La Colina;CL 138 55 35;6256131;2;Suba
Droguería La Unica De Occidente;CL 91 A 95 I 09;4400266;2;Engativá
Droguería La Union G;CL 22A 1B 15;8020184;2;San Cristóbal
Droguería La Victoria;KR 83 71A 32;8044799;2;Engativá
Droguería Laosan;KR 59B 131 14;6940598;2;Suba
Droguería Las Esperanza;CL 68D BIS B SUR 49 04;7313394;2;Vista Hermosa
Droguería Las Esperanzas;CL 68D BIS B SUR 49 04;7313394;2;Vista Hermosa
Droguería Las Margaritas;CL 150 20 14;2745318;2;Usaquén
Droguería Las Quintas;CL 71A SUR 6 06;2002595;2;Usme
Droguería Las Quintas Del Sur;CL 70 96 57 LC 5;2236835;2;Engativá
Droguería Las Ramblas;CL 161 16 C 06;6747886;2;Usaquén
Droguería Las RR;TV 18I 68 07 SUR;7900551;2;Vista Hermosa
Droguería Las Vegas 2014;TV 50 70 16 SUR;7316022;2;Vista Hermosa
Droguería Las Violetas De La Tercera;CL 2 31 A 10 LC 1004;3710477;2;Sur
